Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-2d1i,branch-odpf,values_m object-53 Для него  важно придумывать новые идеи и быть креативным. Ему  нравится делать все по-своему.,values_m object-53 Для него  важно придумывать новые идеи и быть креативным. Ему  нравится делать все по-своему. Quantised,values_m object-53 Для него важно быть богатым. Он хочет иметь много денег и дорогие вещи.,values_m object-53 Для него важно быть богатым. Он хочет иметь много денег и дорогие вещи. Quantised,"values_m object-53 Он считает важным, чтобы к каждому человеку в мире относились одинаково. Он считает, что у всех должны быть равные возможности в жизни.","values_m object-53 Он считает важным, чтобы к каждому человеку в мире относились одинаково. Он считает, что у всех должны быть равные возможности в жизни. Quantised","values_m object-53 Для него важно демонстрировать свои способности. Он хочет, чтобы люди восхищались тем, что он делает.","values_m object-53 Для него важно демонстрировать свои способности. Он хочет, чтобы люди восхищались тем, что он делает. Quantised","values_m object-53 Для него важно жить в безопасной обстановке. Он избегает всего, что может поставить под угрозу его безопасность.","values_m object-53 Для него важно жить в безопасной обстановке. Он избегает всего, что может поставить под угрозу его безопасность. Quantised","values_m object-53 Ему нравятся сюрпризы, и он всегда ищет новые занятия. Он считает, что в жизни важно делать много разных вещей.","values_m object-53 Ему нравятся сюрпризы, и он всегда ищет новые занятия. Он считает, что в жизни важно делать много разных вещей. Quantised","values_m object-53 Он считает, что люди должны делать то, что им говорят. Он считает, что люди должны всегда следовать правилам, даже когда никто не смотрит.","values_m object-53 Он считает, что люди должны делать то, что им говорят. Он считает, что люди должны всегда следовать правилам, даже когда никто не смотрит. Quantised","values_m object-53 Ему важно слушать людей, которые отличаются от него. Даже когда он с ними не согласен, он все равно хочет их понять.","values_m object-53 Ему важно слушать людей, которые отличаются от него. Даже когда он с ними не согласен, он все равно хочет их понять. Quantised",values_m object-53 Ему важно быть скромным и сдержанным. Он старается не привлекать к себе внимания.,values_m object-53 Ему важно быть скромным и сдержанным. Он старается не привлекать к себе внимания. Quantised,values_m object-53 Для него важно хорошо проводить время. Он любит «баловать» себя.,values_m object-53 Для него важно хорошо проводить время. Он любит «баловать» себя. Quantised,"values_m object-53 Для него важно принимать собственные решения о том, что он делает. Ему нравится быть свободным и не зависеть от других.","values_m object-53 Для него важно принимать собственные решения о том, что он делает. Ему нравится быть свободным и не зависеть от других. Quantised",values_m object-53 Для него очень важно помогать окружающим его людям. Он хочет заботиться об их благополучии.,values_m object-53 Для него очень важно помогать окружающим его людям. Он хочет заботиться об их благополучии. Quantised,"values_m object-53 Для него важно быть очень успешным. Он надеется, что люди признают его достижения.","values_m object-53 Для него важно быть очень успешным. Он надеется, что люди признают его достижения. Quantised","values_m object-53 Для него важно, чтобы правительство обеспечивало его безопасность от всех угроз. Он хочет, чтобы государство было сильным, чтобы оно могло защищать своих граждан.","values_m object-53 Для него важно, чтобы правительство обеспечивало его безопасность от всех угроз. Он хочет, чтобы государство было сильным, чтобы оно могло защищать своих граждан. Quantised",values_m object-53 Он ищет приключений и любит рисковать. Он хочет иметь захватывающую жизнь.,values_m object-53 Он ищет приключений и любит рисковать. Он хочет иметь захватывающую жизнь. Quantised,"values_m object-53 Для него важно всегда вести себя правильно. Он хочет избегать того, что люди могут назвать неправильным.","values_m object-53 Для него важно всегда вести себя правильно. Он хочет избегать того, что люди могут назвать неправильным. Quantised","values_m object-53 Для него важно получать уважение от других. Он хочет, чтобы люди делали то, что он говорит.","values_m object-53 Для него важно получать уважение от других. Он хочет, чтобы люди делали то, что он говорит. Quantised",values_m object-53 Для него важно быть верным своим друзьям. Он хочет посвятить себя близким ему людям.,values_m object-53 Для него важно быть верным своим друзьям. Он хочет посвятить себя близким ему людям. Quantised,"values_m object-53 Он твердо верит, что люди должны заботиться о природе. Забота об окружающей среде важна для него.","values_m object-53 Он твердо верит, что люди должны заботиться о природе. Забота об окружающей среде важна для него. Quantised","values_m object-53 Для него важны традиции. Он старается следовать обычаям, переданным его религией или его семьей.","values_m object-53 Для него важны традиции. Он старается следовать обычаям, переданным его религией или его семьей. Quantised","values_m object-53 Он ищет любую возможность повеселиться. Для него важно делать то, что доставляет ему удовольствие.","values_m object-53 Он ищет любую возможность повеселиться. Для него важно делать то, что доставляет ему удовольствие. Quantised"
1,1745752738656,27/04/2025 11:18,1745763538656,3,27/04/2025 17:18,209889,4,questionnaire-rdmv,,45679108,BLINDED,13288651,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 118.0.0.0,1920x1080,1876x966,,,0,PVQ M,3,consent,M,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5
1,1745753496384,27/04/2025 11:31,1745764296384,3,27/04/2025 17:31,209889,4,questionnaire-rdmv,,45679781,BLINDED,13288654,,live,,,mobile,undefined K,Android 10,Chrome 135.0.0.0,320x712,320x588,,,0,PVQ M,3,consent,M,Похоже на меня (5),5,Отчасти про меня (4),4,Очень похоже на меня (6),6,Не похоже на меня (2),2,Очень похоже на меня (6),6,Не похоже на меня (2),2,Не похоже на меня (2),2,Отчасти про меня (4),4,Похоже на меня (5),5,Немного похоже на меня (3),3,Отчасти про меня (4),4,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Отчасти про меня (4),4,Не похоже на меня (2),2,Не похоже на меня (2),2,Не похоже на меня (2),2,Не похоже на меня (2),2,Не похоже на меня (2),2,Не похоже на меня (2),2,Немного похоже на меня (3),3
1,1745752816049,27/04/2025 11:20,1745763616049,3,27/04/2025 17:20,209889,4,questionnaire-rdmv,,45679171,BLINDED,13288652,,live,,,computer,Desktop or Laptop,Windows 10,Yandex 25.2.0.0,1143x643,1095x524,,,0,PVQ M,3,consent,M,Не похоже на меня (2),2,Немного похоже на меня (3),3,Не похоже на меня (2),2,Не похоже на меня (2),2,Отчасти про меня (4),4,Не похоже на меня (2),2,Немного похоже на меня (3),3,Совсем не похоже на меня (1),1,Не похоже на меня (2),2,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Не похоже на меня (2),2,Похоже на меня (5),5,Отчасти про меня (4),4,Отчасти про меня (4),4,Немного похоже на меня (3),3,Не похоже на меня (2),2,Не похоже на меня (2),2,Немного похоже на меня (3),3,Не похоже на меня (2),2,Совсем не похоже на меня (1),1
1,1745753143757,27/04/2025 11:25,1745763943757,3,27/04/2025 17:25,209889,4,questionnaire-rdmv,,45679542,BLINDED,13288653,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 137.0,1366x768,1366x643,,,0,PVQ M,3,consent,M,Похоже на меня (5),5,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Похоже на меня (5),5,Не похоже на меня (2),2,Немного похоже на меня (3),3,Не похоже на меня (2),2,Немного похоже на меня (3),3,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4,Отчасти про меня (4),4,Похоже на меня (5),5,Немного похоже на меня (3),3,Не похоже на меня (2),2,Похоже на меня (5),5,Отчасти про меня (4),4,Отчасти про меня (4),4,Не похоже на меня (2),2,Похоже на меня (5),5
1,1745752870099,27/04/2025 11:21,1745763670099,3,27/04/2025 17:21,209889,4,questionnaire-rdmv,,45679263,BLINDED,13288655,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1920x1080,1920x991,,,0,PVQ M,3,consent,M,Отчасти про меня (4),4,Отчасти про меня (4),4,Очень похоже на меня (6),6,Похоже на меня (5),5,Похоже на меня (5),5,Не похоже на меня (2),2,Совсем не похоже на меня (1),1,Похоже на меня (5),5,Похоже на меня (5),5,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Совсем не похоже на меня (1),1,Совсем не похоже на меня (1),1,Отчасти про меня (4),4,Похоже на меня (5),5,Отчасти про меня (4),4,Совсем не похоже на меня (1),1,Отчасти про меня (4),4
1,1745753194870,27/04/2025 11:26,1745778394870,7,28/04/2025 01:26,209889,4,questionnaire-rdmv,,45679582,BLINDED,13288656,,live,,,computer,Desktop or Laptop,Windows 10,Yandex 25.2.0.0,1536x864,1536x748,,,0,PVQ M,3,consent,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1745752705789,27/04/2025 11:18,1745763505789,3,27/04/2025 17:18,209889,4,questionnaire-rdmv,,45679066,BLINDED,13288657,,live,,,computer,Desktop or Laptop,Windows 10,Opera 118.0.0.0,1920x1080,1879x932,,,0,PVQ M,3,consent,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1745753392829,27/04/2025 11:29,1745764192829,3,27/04/2025 17:29,209889,4,questionnaire-rdmv,,45679722,BLINDED,13288661,,complete,,,computer,Desktop or Laptop,Windows 10,Yandex 25.2.0.0,1024x768,1024x652,,,0,PVQ M,3,consent,M,Совсем не похоже на меня (1),1,Очень похоже на меня (6),6,Похоже на меня (5),5,Не похоже на меня (2),2,Не похоже на меня (2),2,Не похоже на меня (2),2,Отчасти про меня (4),4,Не похоже на меня (2),2,Похоже на меня (5),5,Очень похоже на меня (6),6,Похоже на меня (5),5,Совсем не похоже на меня (1),1,Немного похоже на меня (3),3,Отчасти про меня (4),4,Не похоже на меня (2),2,Не похоже на меня (2),2,,,Немного похоже на меня (3),3,Отчасти про меня (4),4,Очень похоже на меня (6),6,Совсем не похоже на меня (1),1
1,1745754160197,27/04/2025 11:42,1745764960197,3,27/04/2025 17:42,209889,4,questionnaire-rdmv,,45680113,BLINDED,13288667,,complete,,,computer,Desktop or Laptop,Windows 10,Yandex 25.2.0.0,1440x900,1440x760,,,0,PVQ M,3,consent,M,Очень похоже на меня (6),6,Похоже на меня (5),5,Очень похоже на меня (6),6,Похоже на меня (5),5,Не похоже на меня (2),2,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Похоже на меня (5),5,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Отчасти про меня (4),4
1,1745753171185,27/04/2025 11:26,1745763971185,3,27/04/2025 17:26,209889,4,questionnaire-rdmv,,45679560,BLINDED,13288668,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1536x864,1536x703,,,0,PVQ M,3,consent,M,Похоже на меня (5),5,Отчасти про меня (4),4,Отчасти про меня (4),4,Похоже на меня (5),5,Отчасти про меня (4),4,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Отчасти про меня (4),4,Отчасти про меня (4),4,Немного похоже на меня (3),3,Отчасти про меня (4),4,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4,Немного похоже на меня (3),3,Отчасти про меня (4),4,Похоже на меня (5),5,Похоже на меня (5),5,Немного похоже на меня (3),3,Не похоже на меня (2),2,Немного похоже на меня (3),3
1,1745752921240,27/04/2025 11:22,1745767321240,4,27/04/2025 19:22,209889,4,questionnaire-rdmv,,45679320,BLINDED,13288670,,complete,,,computer,Desktop or Laptop,Windows 10,Yandex 25.2.0.0,1536x864,1488x748,,,0,PVQ M,3,consent,M,Очень похоже на меня (6),6,Совсем не похоже на меня (1),1,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Немного похоже на меня (3),3,Отчасти про меня (4),4,Немного похоже на меня (3),3,Отчасти про меня (4),4,Немного похоже на меня (3),3,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4,Похоже на меня (5),5,Не похоже на меня (2),2,Не похоже на меня (2),2,Немного похоже на меня (3),3,Похоже на меня (5),5,Отчасти про меня (4),4,Отчасти про меня (4),4,Не похоже на меня (2),2
1,1745753394013,27/04/2025 11:29,1745764194013,3,27/04/2025 17:29,209889,4,questionnaire-rdmv,,45679726,BLINDED,13288673,,complete,,,computer,Desktop or Laptop,Windows 10,Yandex 25.2.0.0,1920x1080,1872x932,,,0,PVQ M,3,consent,M,Немного похоже на меня (3),3,Не похоже на меня (2),2,Отчасти про меня (4),4,Немного похоже на меня (3),3,Похоже на меня (5),5,Не похоже на меня (2),2,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Не похоже на меня (2),2,Отчасти про меня (4),4,Не похоже на меня (2),2,Немного похоже на меня (3),3,Отчасти про меня (4),4,Не похоже на меня (2),2,Не похоже на меня (2),2,Немного похоже на меня (3),3,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Не похоже на меня (2),2
1,1745753476282,27/04/2025 11:31,1745764276282,3,27/04/2025 17:31,209889,4,questionnaire-rdmv,,45679772,BLINDED,13288675,,complete,,,mobile,undefined K,Android 10,Samsung Internet 27.0,370x664,370x664,,,0,PVQ M,3,consent,M,Не похоже на меня (2),2,Не похоже на меня (2),2,Похоже на меня (5),5,Не похоже на меня (2),2,Очень похоже на меня (6),6,Не похоже на меня (2),2,Не похоже на меня (2),2,Очень похоже на меня (6),6,Похоже на меня (5),5,Похоже на меня (5),5,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Похоже на меня (5),5,Очень похоже на меня (6),6,Не похоже на меня (2),2,Отчасти про меня (4),4,Отчасти про меня (4),4,Очень похоже на меня (6),6,Похоже на меня (5),5,Совсем не похоже на меня (1),1,Похоже на меня (5),5
1,1745754482560,27/04/2025 11:48,1745772482560,5,27/04/2025 21:48,209889,4,questionnaire-rdmv,,45680194,BLINDED,13288676,,live,,,mobile,Apple iPhone,iOS 18.3.1,Yandex 25.4.1.467.10,414x896,414x706,,,0,PVQ M,3,consent,M,Немного похоже на меня (3),3,Не похоже на меня (2),2,Похоже на меня (5),5,Не похоже на меня (2),2,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Не похоже на меня (2),2,Отчасти про меня (4),4,Отчасти про меня (4),4,Не похоже на меня (2),2,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Не похоже на меня (2),2,Отчасти про меня (4),4,Не похоже на меня (2),2,Немного похоже на меня (3),3,Не похоже на меня (2),2,Не похоже на меня (2),2,Отчасти про меня (4),4,Не похоже на меня (2),2,Не похоже на меня (2),2
1,1745752986559,27/04/2025 11:23,1745763786559,3,27/04/2025 17:23,209889,4,questionnaire-rdmv,,45679395,BLINDED,13288678,,live,,,mobile,Xiaomi 2312FPCA6G,Android 14,Yandex 25.30.1,393x873,393x680,,,0,PVQ M,3,consent,M,Отчасти про меня (4),4,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Не похоже на меня (2),2,Совсем не похоже на меня (1),1,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Отчасти про меня (4),4,Очень похоже на меня (6),6,Похоже на меня (5),5,Очень похоже на меня (6),6,Отчасти про меня (4),4,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Отчасти про меня (4),4,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6
1,1745753362595,27/04/2025 11:29,1745764162595,3,27/04/2025 17:29,209889,4,questionnaire-rdmv,,45679699,BLINDED,13288681,,complete,,,computer,Desktop or Laptop,Windows 10,Yandex 25.2.0.0,1600x900,1552x784,,,0,PVQ M,3,consent,M,Отчасти про меня (4),4,Немного похоже на меня (3),3,Отчасти про меня (4),4,Похоже на меня (5),5,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Отчасти про меня (4),4,Отчасти про меня (4),4,Похоже на меня (5),5,Отчасти про меня (4),4,Немного похоже на меня (3),3,Отчасти про меня (4),4,Отчасти про меня (4),4,Похоже на меня (5),5,Не похоже на меня (2),2,Похоже на меня (5),5,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Похоже на меня (5),5,Не похоже на меня (2),2
1,1745755106208,27/04/2025 11:58,1745765906208,3,27/04/2025 17:58,209889,4,questionnaire-rdmv,,45680367,BLINDED,13288682,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1366x625,,,0,PVQ M,3,consent,M,Похоже на меня (5),5,Немного похоже на меня (3),3,Отчасти про меня (4),4,Отчасти про меня (4),4,Похоже на меня (5),5,Немного похоже на меня (3),3,Совсем не похоже на м��ня (1),1,Немного похоже на меня (3),3,Отчасти про меня (4),4,Отчасти про меня (4),4,Похоже на меня (5),5,Отчасти про меня (4),4,Немного похоже на меня (3),3,Похоже на меня (5),5,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Похоже на меня (5),5,Не похоже на меня (2),2,Похоже на меня (5),5
1,1745753712817,27/04/2025 11:35,1745764512817,3,27/04/2025 17:35,209889,4,questionnaire-rdmv,,45679892,BLINDED,13288684,,complete,,,computer,Desktop or Laptop,Windows 10,Yandex 25.2.0.0,1314x739,1051x488,,,0,PVQ M,3,consent,M,Немного похоже на меня (3),3,Отчасти про меня (4),4,Немного похоже на меня (3),3,Отчасти про меня (4),4,Отчасти про меня (4),4,Не похоже на меня (2),2,Немного похоже на меня (3),3,Отчасти про меня (4),4,Отчасти про меня (4),4,Похоже на меня (5),5,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Отчасти про меня (4),4,Похоже на меня (5),5,Похоже на меня (5),5,Немного похоже на меня (3),3,Отчасти про меня (4),4,Немного похоже на меня (3),3,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4
1,1745753253165,27/04/2025 11:27,1745764053165,3,27/04/2025 17:27,209889,4,questionnaire-rdmv,,45679624,BLINDED,13288687,,live,,,computer,Desktop or Laptop,Windows 10,Yandex 25.2.0.0,1920x1080,1333x876,,,0,PVQ M,3,consent,M,Немного похоже на меня (3),3,Не похоже на меня (2),2,Отчасти про меня (4),4,Не похоже на меня (2),2,Похож�� на меня (5),5,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Не похоже на меня (2),2,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Отчасти про меня (4),4,Не похоже на меня (2),2,Совсем не похоже на меня (1),1,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Похоже на меня (5),5,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Похоже на меня (5),5
1,1745754101687,27/04/2025 11:41,1745772101687,5,27/04/2025 21:41,209889,4,questionnaire-rdmv,,45680082,BLINDED,13288688,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1920x1080,1912x962,,,0,PVQ M,3,consent,M,Немного похоже на меня (3),3,Не похоже на меня (2),2,Похоже на меня (5),5,Не похоже на меня (2),2,Немного похоже на меня (3),3,Отчасти про меня (4),4,Немного похоже на меня (3),3,Отчасти про меня (4),4,Немного похоже на меня (3),3,Не похоже на меня (2),2,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Не похоже на меня (2),2,Отчасти про меня (4),4,Совсем не похоже на меня (1),1,Не похоже на меня (2),2,Не похоже на меня (2),2,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Отчасти про меня (4),4,Не похоже на меня (2),2
1,1745753994394,27/04/2025 11:39,1745775594394,6,27/04/2025 23:39,209889,4,questionnaire-rdmv,,45680023,BLINDED,13288689,,live,,,computer,Desktop or Laptop,Windows 10,Yandex 25.2.0.0,1920x1080,1364x919,,,0,PVQ M,3,consent,M,Не похоже на меня (2),2,Совсем не похоже на меня (1),1,Совсем не похоже на меня (1),1,Не похоже на меня (2),2,Отчасти про меня (4),4,Не похоже на меня (2),2,Отчасти про меня (4),4,Не похоже на меня (2),2,Не похоже на меня (2),2,Немного похоже на меня (3),3,Похоже на меня (5),5,Немного похоже на меня (3),3,Не похоже на меня (2),2,Отчасти про меня (4),4,Совсем не похоже на меня (1),1,Не похоже на меня (2),2,Немного похоже на меня (3),3,Отчасти про меня (4),4,Отчасти про меня (4),4,Не похоже на меня (2),2,Не похоже на меня (2),2
1,1745752683001,27/04/2025 11:18,1745763483001,3,27/04/2025 17:18,209889,4,questionnaire-rdmv,,45679032,BLINDED,13288693,,complete,,,mobile,Xiaomi 23021RAA2Y,Android 13,Yandex 25.4.0.261.00,393x873,392x683,,,0,PVQ M,3,consent,M,Не похоже на меня (2),2,Совсем не похоже на меня (1),1,Совсем не похоже на меня (1),1,Совсем не похоже на меня (1),1,Совсем не похоже на меня (1),1,Совсем не похоже на меня (1),1,Совсем не похоже на меня (1),1,Не похоже на меня (2),2,Не похоже на меня (2),2,Совсем не похоже на меня (1),1,Совсем не похоже на меня (1),1,Не похоже на меня (2),2,Совсем не похоже на меня (1),1,Не похоже на меня (2),2,Не похоже на меня (2),2,Совсем не похоже на меня (1),1,Не похоже на меня (2),2,Совсем не похоже на меня (1),1,Совсем не похоже на меня (1),1,Не похоже на меня (2),2,Совсем не похоже на меня (1),1
1,1745749872255,27/04/2025 10:31,1745760672255,3,27/04/2025 16:31,209889,4,questionnaire-rdmv,,45679857,BLINDED,13288700,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1366x768,1366x657,,,0,PVQ M,3,consent,M,Отчасти про меня (4),4,Не похоже на меня (2),2,Немного похоже на меня (3),3,Не похоже на меня (2),2,Очень похоже на меня (6),6,Отчасти про меня (4),4,Похоже на меня (5),5,Отчасти про меня (4),4,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Немного похоже на меня (3),3,Похоже на меня (5),5,Не похоже на меня (2),2,Отчасти про меня (4),4,Отчасти про меня (4),4,Похоже на меня (5),5,Отчасти про меня (4),4,Не похоже на меня (2),2,Отчасти про меня (4),4
1,1745754185406,27/04/2025 11:43,1745764985406,3,27/04/2025 17:43,209889,4,questionnaire-rdmv,,45680124,BLINDED,13288704,,complete,,,mobile,undefined K,Android 10,Chrome 135.0.0.0,360x806,360x670,,,0,PVQ M,3,consent,M,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Не похоже на меня (2),2,Немного похоже на меня (3),3,Отчасти про меня (4),4,Не похоже на меня (2),2,Не похоже на меня (2),2,Похоже на меня (5),5,Отчасти про меня (4),4,Похоже на меня (5),5,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Отчасти про меня (4),4,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Не похоже на меня (2),2,Немного похоже на меня (3),3,Не похоже на меня (2),2,Не похоже на меня (2),2,Немного похоже на меня (3),3
1,1745752678129,27/04/2025 11:17,1745763478129,3,27/04/2025 17:17,209889,4,questionnaire-rdmv,,45679029,BLINDED,13288714,,complete,,,computer,Desktop or Laptop,Windows 10,Yandex 25.2.0.0,1536x864,1536x748,,,0,PVQ M,3,consent,M,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Отчасти про меня (4),4,Совсем не похоже на меня (1),1,Немного похоже на меня (3),3,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4,Немного похоже на меня (3),3,Похоже на меня (5),5,Не похоже на меня (2),2,Не похоже на меня (2),2,Немного похоже на меня (3),3,Не похоже на меня (2),2,Не похоже на меня (2),2,Немного похоже на меня (3),3,Похоже на меня (5),5,Отчасти про меня (4),4,Немного похоже на меня (3),3,Похоже на меня (5),5,Отчасти про меня (4),4
1,1745858472704,28/04/2025 16:41,1745869272704,3,28/04/2025 22:41,209889,4,questionnaire-rdmv,,45706481,BLINDED,13299314,,complete,,,mobile,Apple iPhone,iOS 17.6.1,Mobile Safari 17.6,414x896,428x745,,,0,PVQ M,3,consent,M,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4
1,1745927630004,29/04/2025 11:53,1745938430004,3,29/04/2025 17:53,209889,4,questionnaire-rdmv,,45726697,BLINDED,13306402,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1912x954,,,0,PVQ M,3,consent,M,Похоже на меня (5),5,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Похоже на меня (5),5,Не похоже на меня (2),2,Не похоже на меня (2),2,Похоже на меня (5),5,Похоже на меня (5),5,Не похоже на меня (2),2,Очень похоже на меня (6),6,Не похоже на меня (2),2,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Похоже на меня (5),5,Отчасти про меня (4),4,Похоже на меня (5),5,Похоже на меня (5),5,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Совсем не похоже на меня (1),1
1,1745929040539,29/04/2025 12:17,1745939840539,3,29/04/2025 18:17,209889,4,questionnaire-rdmv,,45727228,BLINDED,13306534,,complete,,,mobile,Apple iPhone,iOS 18.3.2,Mobile Safari 18.3.2,390x844,390x648,,,0,PVQ M,3,consent,M,Немного похоже на меня (3),3,Похоже на меня (5),5,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Отчасти про меня (4),4,Не похоже на меня (2),2,Отчасти про меня (4),4,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Отчасти про меня (4),4,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Немного похоже на меня (3),3,Похоже на меня (5),5,Очень похоже на меня (6),6,Похоже на меня (5),5,Немного похоже на меня (3),3,Отчасти про меня (4),4,Немного похоже на меня (3),3,Немного похоже на меня (3),3
1,1745928764364,29/04/2025 12:12,1745939564364,3,29/04/2025 18:12,209889,4,questionnaire-rdmv,,45727129,BLINDED,13306544,,complete,,,mobile,undefined K,Android 12,Chrome 114.0.5735.196,320x708,320x620,,,0,PVQ M,3,consent,M,Немного похоже на меня (3),3,Совсем не похоже на меня (1),1,Совсем не похоже на меня (1),1,Отчасти про меня (4),4,Немного похоже на меня (3),3,Не похоже на меня (2),2,Немного похоже на меня (3),3,Отчасти про меня (4),4,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Похоже на меня (5),5,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Не похоже на меня (2),2,Отчасти про меня (4),4,Не похоже на меня (2),2,Совсем не похоже на меня (1),1,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3
