StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,Gender,Age,Education,US state,Race/ethnicity,Migration,DHF_endorsement_1,DHF_endorsement_2,DHF_endorsement_3,DHF_endorsement_4,DHF_endorsement_5,DHF_endorsement_6,DHF_endorsement_7,DHF_endorsement_8,DHF_endorsement_9,DHF_endorsement_10,DHF_endorsement_11,DHF_endorsement_12,DHF_endorsement_13,DHF_endorsement_14,DHF_endorsement_15,DHF_endorsement_16,DHF_endorsement_17,DHF_endorsement_18,DHF_endorsement_19,DHF_endorsement_20,DHF_endorsement_21,DHF_endorsement_22,DHF_endorsement_23,DHF_endorsement_24,DHF_endorsement_25,DHF_endorsement_26,DHF_endorsement_27,DHF_endorsement_28,DHF_endorsement_29,DHF_endorsement_30,DHF_Norms_1,DHF_Norms_2,DHF_Norms_3,DHF_Norms_4,DHF_Norms_5,DHF_Norms_6,DHF_Norms_7,DHF_Norms_8,DHF_Norms_9,DHF_Norms_10,DHF_Norms_11,DHF_Norms_12,DHF_Norms_13,DHF_Norms_14,DHF_Norms_15,DHF_Norms_16,DHF_Norms_17,DHF_Norms_18,DHF_Norms_19,DHF_Norms_20,DHF_Norms_21,DHF_Norms_22,DHF_Norms_23,DHF_Norms_24,DHF_Norms_25,DHF_Norms_26,DHF_Norms_27,DHF_Norms_28,DHF_Norms_29,DHF_Norms_30,Reciprocity_1,Reciprocity_2,Reciprocity_3,Reciprocity_4,Reciprocity_5,Reciprocity_6,Self-construal_1,Self-construal_2,Self-construal_3,Self-construal_4,Self-construal_5,Self-construal_6,Self-construal_7,Self-construal_8,Self-construal_9,Self-construal_10,Self-construal_11,Self-construal_12,Self-construal_13,Self-construal_14,Self-construal_15,Self-construal_16,Self-construal_17,Self-construal_18,Self-construal_19,Self-construal_20,Self-construal_21,Self-construal_22,Self-construal_23,Self-construal_24,Dictator comp 1,Dictator comp 2,Q6_First Click,Q6_Last Click,Q6_Page Submit,Q6_Click Count,Dictator_decision,Ultimatum comp 1,Ultimatum comp 2,Q7_First Click,Q7_Last Click,Q7_Page Submit,Q7_Click Count,Ultimatum Receiver_1,Ultimatum Receiver_2,Ultimatum Receiver_3,Ultimatum Receiver_4,Ultimatum Receiver_5,Ultimatum Receiver_6,Ultimatum Receiver_7,Ultimatum Receiver_8,Ultimatum Receiver_9,Ultimatum Receiver_10,Ultimatum Receiver_11,Ultimatum Proposer_1,Ultimatum Proposer_2,Ultimatum Proposer_3,Ultimatum Proposer_4,Ultimatum Proposer_5,Ultimatum Proposer_6,Ultimatum Proposer_7,Ultimatum Proposer_8,Ultimatum Proposer_9,Ultimatum Proposer_10,Ultimatum Proposer_11,Ultimatum expect_1,Ultimatum expect_2,Ultimatum expect_3,Ultimatum expect_4,Ultimatum expect_5,Ultimatum expect_6,Ultimatum expect_7,Ultimatum expect_8,Ultimatum expect_9,Ultimatum expect_10,Ultimatum expect_11
09/05/2023 21:07,09/05/2023 21:30,IP Address,100,1366,TRUE,09/05/2023 21:30,R_3Rsdbea2XybzfXy,Woman,33,Bachelor’s degree,Pennsylvania,White,I was born and raised in the USA,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,"Applies to me perfectly
7
","Applies to me perfectly
7
","Applies to me perfectly
7
","Does not apply to me at all
1
","Does not apply to me at all
1
","Does not apply to me at all
1
","Describes me moderately
3
","Describes me a little
2
",3½,"Describes me exactly
5
",1½,"Describes me very well
4
",2½,"Doesn’t describe me at all
1
","Doesn’t describe me at all
1
","Describes me exactly
5
","Describes me exactly
5
","Describes me a little
2
","Describes me exactly
5
","Describes me exactly
5
","Describes me exactly
5
",4½,"Doesn’t describe me at all
1
","Doesn’t describe me at all
1
","Doesn’t describe me at all
1
","Describes me exactly
5
","Describes me exactly
5
","Describes me moderately
3
","Describes me exactly
5
","Describes me very well
4
",Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,5.63,5.63,6.505,1,5,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,16.406,24.936,25.952,11,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,0,1,2,3,4,5,6,7,8,9,10,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would reject
09/05/2023 21:10,09/05/2023 21:31,IP Address,100,1242,TRUE,09/05/2023 21:31,R_3iyEFBn1jzatiDH,Woman,39,Associate degree,Texas,Hispanic or Latino,I was born and raised in the USA,Somewhat agree,Agree,Disagree,Disagree,Disagree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Somewhat disagree,Disagree,Disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Somewhat disagree,Disagree,Disagree,Disagree,Disagree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,6,6,"Applies to me perfectly
7
",2,2,2,"Describes me very well
4
","Describes me a little
2
","Describes me very well
4
","Describes me a little
2
","Describes me a little
2
","Describes me very well
4
","Describes me very well
4
","Describes me a little
2
","Describes me very well
4
","Describes me very well
4
","Describes me very well
4
","Describes me a little
2
","Describes me a little
2
","Describes me moderately
3
","Describes me a little
2
","Describes me very well
4
",3½,"Describes me very well
4
","Describes me a little
2
","Describes me moderately
3
",3½,3½,3½,3½,Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,20.513,20.513,23.173,1,5,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,48.422,59.575,60.173,12,I reject,I reject,I reject,I reject,I reject,I accept,I accept,I accept,I accept,I accept,I accept,5,5,5,5,5,5,5,5,5,5,5,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
09/05/2023 21:17,09/05/2023 21:31,IP Address,100,833,TRUE,09/05/2023 21:31,R_CjqmiBiVqizGAlX,Woman,47,Bachelor’s degree,Texas,Hispanic or Latino,I immigrated to the USA from another country,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Somewhat disagree,Disagree,Somewhat agree,Agree,Agree,Agree,Somewhat disagree,Agree,Agree,Agree,Somewhat disagree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,6,"Applies to me perfectly
7
",6,"Does not apply to me at all
1
","Does not apply to me at all
1
",2,"Describes me exactly
5
","Doesn’t describe me at all
1
","Describes me exactly
5
","Doesn’t describe me at all
1
","Describes me very well
4
","Describes me a little
2
","Describes me a little
2
","Doesn’t describe me at all
1
","Doesn’t describe me at all
1
","Describes me very well
4
","Describes me exactly
5
",4½,"Doesn’t describe me at all
1
",4½,4½,"Doesn’t describe me at all
1
","Describes me very well
4
","Describes me very well
4
","Doesn’t describe me at all
1
","Doesn’t describe me at all
1
","Describes me exactly
5
","Describes me exactly
5
",4½,3½,Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,2.671,4.928,6.205,3,5,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,2.108,28.451,29.742,17,I reject,I reject,I reject,I reject,I accept,I accept,I accept,I reject,I reject,I reject,I reject,5,5,5,5,5,5,5,5,5,5,5,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would reject,The other person would reject,The other person would reject
09/05/2023 20:58,09/05/2023 21:31,IP Address,100,2000,TRUE,09/05/2023 21:31,R_2OJwNjWVwaNczmO,Man,34,Bachelor’s degree,New York,Asian / Pacific Islander,I immigrated to the USA from another country,Agree,Agree,Somewhat agree,Somewhat disagree,Disagree,Somewhat disagree,Disagree,Strongly agree,Agree,Somewhat agree,Somewhat disagree,Disagree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Disagree,Disagree,Somewhat agree,Agree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,6,4,3,3,2,3,"Describes me very well
4
","Describes me a little
2
","Describes me moderately
3
",2½,"Describes me moderately
3
","Describes me moderately
3
",3½,"Describes me a little
2
","Describes me moderately
3
","Describes me very well
4
",2½,"Describes me very well
4
",3½,"Describes me moderately
3
","Describes me a little
2
",3½,"Describes me moderately
3
","Describes me moderately
3
","Describes me a little
2
",3½,"Describes me very well
4
","Describes me very well
4
","Describes me very well
4
","Describes me moderately
3
",Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,114.938,117.547,120.983,2,0,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,6.767,12.524,14.618,11,I reject,I reject,I reject,I reject,I reject,I accept,I accept,I accept,I accept,I accept,I accept,5,5,5,5,5,5,6,7,8,9,10,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would reject
09/05/2023 21:19,09/05/2023 21:33,IP Address,100,785,TRUE,09/05/2023 21:33,R_1eVT4CD9qC4usDI,Woman,35,Bachelor’s degree,Texas,White,I immigrated to the USA from another country,Strongly agree,Strongly agree,Agree,Agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Strongly agree,Agree,Somewhat disagree,Strongly agree,Somewhat disagree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Somewhat disagree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly agree,5,6,6,5,4,5,"Describes me moderately
3
",1½,"Describes me very well
4
","Describes me a little
2
","Describes me a little
2
",1½,1½,"Doesn’t describe me at all
1
","Describes me a little
2
","Describes me very well
4
","Describes me exactly
5
","Describes me moderately
3
","Describes me very well
4
","Describes me very well
4
","Describes me very well
4
","Describes me very well
4
","Describes me moderately
3
","Doesn’t describe me at all
1
","Describes me moderately
3
","Describes me moderately
3
",1½,"Describes me moderately
3
","Describes me moderately
3
",1½,Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,7.198,11.911,12.748,5,4,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,4.604,17.048,17.741,14,I reject,I reject,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,0,1,2,2,4,5,6,5,5,6,6,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
09/05/2023 21:23,09/05/2023 21:34,IP Address,100,641,TRUE,09/05/2023 21:34,R_1C3lFMLRs3UqPnK,Woman,62,"High school graduate, diploma or the equivalent (for example: GED)",Texas,White,I was born and raised in the USA,Somewhat agree,Strongly agree,Agree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Somewhat agree,Agree,Strongly agree,Agree,Agree,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Agree,Agree,Agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,6,6,6,"Does not apply to me at all
1
","Does not apply to me at all
1
","Does not apply to me at all
1
","Describes me moderately
3
","Describes me very well
4
","Describes me very well
4
","Describes me very well
4
","Describes me moderately
3
","Doesn’t describe me at all
1
",4½,1½,"Describes me very well
4
","Describes me a little
2
","Describes me exactly
5
","Describes me exactly
5
",3½,"Describes me exactly
5
","Describes me very well
4
","Describes me very well
4
","Describes me moderately
3
",1½,1½,1½,"Describes me moderately
3
","Describes me moderately
3
","Describes me very well
4
","Doesn’t describe me at all
1
",Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,3.526,3.526,5.781,1,5,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,9.205,18.038,20.325,11,I reject,I reject,I reject,I reject,I reject,I accept,I accept,I accept,I accept,I accept,I accept,5,5,5,5,5,5,5,5,5,5,5,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
09/05/2023 21:06,09/05/2023 21:37,IP Address,100,1885,TRUE,09/05/2023 21:37,R_37vgCS3C4PhFBv3,Man,67,Professional degree,New York,White,I immigrated to the USA from another country,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Agree,Somewhat disagree,Somewhat agree,Agree,Disagree,Strongly agree,Somewhat disagree,Agree,Somewhat agree,Disagree,Disagree,Somewhat agree,Somewhat disagree,6,6,6,5,5,4,"Describes me moderately
3
",1½,2½,"Describes me moderately
3
",3½,3½,"Describes me very well
4
",2½,3½,"Describes me a little
2
",4½,"Describes me a little
2
",1½,"Describes me moderately
3
","Describes me very well
4
","Describes me a little
2
",3½,"Describes me moderately
3
","Describes me a little
2
",2½,"Describes me very well
4
",3½,"Describes me very well
4
",3½,Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,24.231,26.219,28.951,2,2,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,3.771,69.439,74.42,17,I reject,I reject,I reject,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,0,1,2,3,4,5,5,5,5,5,5,The other person would reject,The other person would reject,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
09/05/2023 21:29,09/05/2023 21:37,IP Address,100,499,TRUE,09/05/2023 21:37,R_2zhDU4FDq8Uv8L8,Woman,20,"Some college credit, no degree",Texas,White,I was born and raised in the USA,Agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,Agree,Agree,Strongly disagree,Agree,Agree,Somewhat agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Somewhat agree,Agree,Strongly agree,Agree,Disagree,Agree,Disagree,Somewhat agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Strongly agree,Somewhat agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Strongly agree,Somewhat agree,5,6,5,4,3,3,1½,"Describes me a little
2
","Describes me very well
4
","Describes me very well
4
",4½,"Describes me a little
2
",1½,1½,"Describes me very well
4
","Describes me a little
2
",1½,"Describes me a little
2
",4½,2½,4½,"Describes me a little
2
","Describes me moderately
3
","Describes me a little
2
","Doesn’t describe me at all
1
","Describes me very well
4
",3½,4½,4½,4½,Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,5.444,5.444,8.4,1,5,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,4.216,13.359,14.962,13,I reject,I reject,I reject,I reject,I reject,I accept,I accept,I accept,I accept,I accept,I accept,0,1,2,3,4,5,6,7,8,9,10,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
09/05/2023 21:25,09/05/2023 21:39,IP Address,100,830,TRUE,09/05/2023 21:39,R_27HbpICGQDyLzVh,Woman,47,Bachelor’s degree,Texas,White,I was born and raised in the USA,Agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Somewhat agree,Disagree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Somewhat disagree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Somewhat disagree,Agree,Agree,Agree,Agree,Disagree,Somewhat disagree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat disagree,5,6,4,"Does not apply to me at all
1
","Does not apply to me at all
1
","Does not apply to me at all
1
","Describes me very well
4
",1½,"Describes me very well
4
",1½,"Describes me moderately
3
","Describes me very well
4
",2½,2½,"Describes me very well
4
",1½,4½,"Doesn’t describe me at all
1
",1½,4½,"Describes me very well
4
","Describes me moderately
3
","Describes me a little
2
","Doesn’t describe me at all
1
","Doesn’t describe me at all
1
","Doesn’t describe me at all
1
","Describes me very well
4
","Describes me very well
4
","Describes me very well
4
",1½,Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,2.095,11.728,14.443,7,5,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,2.098,25.578,26.969,19,I reject,I reject,I reject,I reject,I accept,I accept,I accept,I accept,I accept,I accept,I accept,5,5,5,5,5,5,5,5,5,5,5,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
09/05/2023 21:31,09/05/2023 21:39,IP Address,100,519,TRUE,09/05/2023 21:39,R_3MPDgNhSC74txtc,Woman,25,Bachelor’s degree,Texas,Black or African American,I was born and raised in the USA,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Strongly disagree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Disagree,Disagree,Agree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Somewhat disagree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Disagree,Agree,Disagree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Agree,Agree,Strongly agree,Somewhat agree,Agree,Disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Strongly agree,6,5,5,2,4,5,"Describes me moderately
3
",1½,"Describes me a little
2
",4½,"Describes me moderately
3
","Describes me very well
4
","Describes me a little
2
",2½,"Describes me exactly
5
",1½,3½,4½,"Describes me very well
4
",3½,4½,"Describes me a little
2
",1½,"Describes me moderately
3
","Describes me a little
2
","Describes me exactly
5
",1½,"Describes me a little
2
","Describes me very well
4
","Describes me moderately
3
",Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,4.314,4.314,6.167,1,5,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,7.623,12.055,12.717,12,I reject,I reject,I reject,I reject,I reject,I accept,I accept,I accept,I accept,I accept,I accept,1,2,3,4,4,5,6,7,8,9,10,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
09/05/2023 21:27,09/05/2023 21:42,IP Address,100,912,TRUE,09/05/2023 21:42,R_AG2LOs1V2ykCERX,Woman,54,Bachelor’s degree,New York,White,I was born and raised in the USA,Strongly agree,Somewhat agree,Somewhat agree,Disagree,Disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Agree,Strongly agree,Disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Somewhat disagree,Disagree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Disagree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Disagree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Somewhat disagree,Somewhat disagree,4,6,6,"Does not apply to me at all
1
","Does not apply to me at all
1
","Does not apply to me at all
1
","Describes me very well
4
","Describes me moderately
3
",2½,"Describes me a little
2
","Describes me moderately
3
","Describes me moderately
3
","Describes me very well
4
","Describes me a little
2
",4½,1½,"Describes me a little
2
",1½,"Describes me a little
2
","Describes me very well
4
",3½,1½,4½,"Doesn’t describe me at all
1
",1½,1½,"Describes me exactly
5
",3½,3½,"Describes me moderately
3
",Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,12.967,12.967,14.396,1,0,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,22.899,42.731,43.938,11,I reject,I reject,I reject,I reject,I reject,I accept,I accept,I accept,I accept,I accept,I accept,2,2,2,3,4,5,5,5,5,5,6,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
09/05/2023 21:32,09/05/2023 21:44,IP Address,100,724,TRUE,09/05/2023 21:44,R_245ZGgCShkGIMnj,Woman,26,"Some college credit, no degree",New York,White,"I was born and/or raised in the USA, but my family (parents or grandparents) immigrated to the USA from another country",Agree,Agree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat disagree,Agree,Strongly agree,Disagree,Somewhat agree,Agree,Agree,Agree,Agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Agree,Disagree,Somewhat agree,Strongly disagree,Disagree,Agree,Agree,Somewhat disagree,Agree,Strongly disagree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Somewhat disagree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,5,5,5,"Does not apply to me at all
1
",2,2,"Describes me moderately
3
",1½,4½,1½,"Describes me a little
2
","Describes me exactly
5
","Describes me exactly
5
","Describes me exactly
5
",3½,"Describes me very well
4
","Describes me a little
2
","Doesn’t describe me at all
1
",3½,4½,"Describes me very well
4
","Describes me very well
4
",4½,"Doesn’t describe me at all
1
",2½,2½,4½,"Describes me very well
4
","Describes me exactly
5
","Describes me moderately
3
",Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,1.921,6.373,7.254,5,5,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,1.161,19.017,19.884,17,I reject,I reject,I reject,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,0,1,2,3,4,5,6,7,8,9,10,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
